"Website","Title","Author","Publication Date","Link","Picture Link","Category","Topic","Relevance"
"Vedomosti.ru","В МИДе отказались назвать предопределенным успех российско-американского диалога","Ведомости","2025-12-22T16:26:41","https://www.vedomosti.ru/politics/news/2025/12/22/1165390-uspeh-dialoga","https://cdn.vdmsti.ru/image/2025/9w/z3t4r/normal-19hy.png","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","Минцифры анонсировало отказ от входа по SMS на «Госуслуги»","Ведомости","2025-12-05T17:53:25","https://www.vedomosti.ru/technology/news/2025/12/05/1160979-otkaz-ot-sms","https://cdn.vdmsti.ru/image/2025/9f/14qins/normal-1gsn.png","Технологии","Science and tech","1"
"Vedomosti.ru","ЦБ незначительно снизил курс доллара на 21 ноября","Ведомости","2025-11-20T18:31:38","https://www.vedomosti.ru/finance/news/2025/11/20/1156743-tsb-neznachitelno-snizil","https://cdn.vdmsti.ru/image/2025/90/13gtyn/normal-1f5f.jpg","Финансы / Рынки","Economics","1"
"RG","""""""Пюрешку"""" включили в словарь Института русского языка, """"макарошки"""" там уже были""","RG","2025-12-23T20:10:23","https://rodina-history.ru/2025/12/23/piureshku-vkliuchili-v-slovar-instituta-russkogo-iazyka-makaroshki-tam-uzhe-byli.html","","","Unknown","4"
"RG","Украинский солдат сдался российскому бойцу - его родному брату","RG","2025-12-23T21:02:28","https://rg.ru/2025/12/23/ukrainskij-soldat-sdalsia-rossijskomu-bojcu-rodnomu-bratu.html","","","Unknown","4"
"Vedomosti.ru","В ОАЭ зарегистрировано более 13 500 российских компаний","Илья Лакстыгал","2025-12-10T18:04:18","https://www.vedomosti.ru/business/news/2025/12/10/1162201-oae-zaregistrirovano","https://cdn.vdmsti.ru/image/2025/9k/12qio9/normal-1e7b.png","Бизнес","Politics","1"
"Lenta.ru","Голикова заявила об изменении в ситуации с рождаемостью в России","Майя Назарова","2025-12-22T14:17:00","https://lenta.ru/news/2025/12/22/golikova-zayavila-o-nachavsheysya-povyshatsya-rozhdaemosti-v-regionah-rossii/","https://icdn.lenta.ru/images/2025/12/22/14/20251222140932655/pic_acac60fb4255bfd4a6dfbe0aab25e54b.jpg","Россия","Politics","2"
"Vedomosti.ru","""ВВП России вырос в октябре на 1,6%""","Ведомости","2025-12-03T19:15:00","https://www.vedomosti.ru/economics/news/2025/12/03/1160336-vvp-rossii-viros","https://cdn.vdmsti.ru/image/2025/9d/154edw/normal-1hao.png","Экономика / Макроэкономика и бюджет","Politics","1"
"RT","The EU is happy to mug its own taxpayers after failing to rob Russia","RT","2025-12-22T20:07:34","https://www.rt.com/news/629894-eu-rob-taxpayers-steal-russian/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69499ec885f5403e9d1c75ad.jpg","","Unknown","2"
"RT","Ukraine loan decision brings EU ‘closer to war’ – Orban","RT","2025-12-19T03:22:41","https://www.rt.com/news/629697-orban-ukraine-loan-war/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6944c4b720302731d00245d6.jpg","Новости","Politics","1"
"Vedomosti.ru","Право на иностранную электронную почту обнаружили в Конституции","""Екатерина Кинякина, Ника Сизова, Яна Суринская""","2025-12-22T19:50:24","https://www.vedomosti.ru/society/articles/2025/12/22/1165475-pravo-na-inostrannuyu","https://cdn.vdmsti.ru/image/2025/9w/15scmu/normal-1i5n.png","Общество","Science and tech","2"
"Vedomosti.ru","Пользователи пожаловались на сбой в работе ChatGPT","Ведомости","2025-12-03T00:16:55","https://www.vedomosti.ru/technology/news/2025/12/03/1160078-polzovateli-pozhalovalis","","Технологии / Интернет и digital","Science and tech","1"
"Vedomosti.ru","Puma зарегистрировала в России два товарных знака","Ведомости","2025-12-14T14:10:33","https://www.vedomosti.ru/business/news/2025/12/14/1163100-puma-zaregistrirovala","","Бизнес / Торговля и услуги","Politics","1"
"TASS","В депприроды сочли маловероятным нахождение клещей на новогодних елях","","2025-12-23T21:31:52","https://tass.ru/obschestvo/26000215","https://cdn-media.tass.ru/fit/400x300_b2b00b17/tass/m2/uploads/i/20251223/8702471.jpg","Москва","Society","5"
"Vedomosti.ru","Студенты профильных вузов и колледжей готовы работать на стройке","Юлия Малева","2024-04-01T00:14:49","https://www.vedomosti.ru/society/articles/2024/04/01/1029039-studenti-profilnih-vuzov-i-kolledzhei-gotovi-rabotat-na-stroike","https://cdn.vdmsti.ru/image/2024/2j/1b81hz/normal-1p79.jpg","Менеджмент / Образование","Society","1"
"Vedomosti.ru","Роспатент зарегистрировал в России два товарных знака автомобилей Mitsubishi","Ведомости","2025-11-07T10:09:59","https://www.vedomosti.ru/auto/news/2025/11/07/1152921-rospatent-zaregistriroval","https://cdn.vdmsti.ru/image/2025/8n/ldzpd/normal-rpw.jpg","Авто","Politics","1"
"RT","Orban mocks Kallas with Hitler comparison","RT","2025-12-21T11:12:20","https://www.rt.com/news/629840-orban-mocks-kallas-hitler/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6947d5df85f540308b3d4a57.jpg","Новости","Science and tech","2"
"Vedomosti.ru","Совет Федерации одобрил повышение МРОТа до 27 093 рублей с 2026 года","Ведомости","2025-11-26T15:07:10","https://www.vedomosti.ru/economics/news/2025/11/26/1158309-povishenie-mrot","https://cdn.vdmsti.ru/image/2025/96/vxnf0/normal-15dy.jpg","Экономика / Макроэкономика и бюджет","Economics","1"
"RT","WATCH Russian troops aid civilians in newly liberated Seversk","RT","2025-12-11T18:41:40","https://www.rt.com/russia/629330-russian-troops-aid-civilians-seversk/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/693ae40d85f540039d66df13.png","Россия","Politics","1"
"Vedomosti.ru","Кремль назвал ошибочными публикации о планах восстановить советскую империю","Ведомости","2025-12-22T11:36:19","https://www.vedomosti.ru/politics/news/2025/12/22/1165251-kreml-oproverg","https://cdn.vdmsti.ru/image/2025/9w/or2ep/normal-w2t.jpg","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","У одного из самых известных долгостроев в «Москва-сити» сменился владелец","Екатерина Волкова","2025-07-04T00:16:32","https://www.vedomosti.ru/realty/articles/2025/07/04/1122035-u-odnogo-iz-izvestnih-dolgostroev-v-moskva-siti-smenilsya-vladelets","https://cdn.vdmsti.ru/image/2025/54/1estpt/normal-1tu5.jpg","Недвижимость / Коммерческая недвижимость","Politics","1"
"Vedomosti.ru","Путин поручил разработать план реализации Стратегии нацполитики","Ведомости","2025-12-22T11:11:45","https://www.vedomosti.ru/politics/news/2025/12/22/1165221-putin-poruchil-razrabotat","https://cdn.vdmsti.ru/image/2025/9w/nfxhu/normal-udq.jpg","Политика / Власть","Politics","2"
"RT","Witkoff calls talks with Putin envoy ‘productive’","RT","2025-12-21T23:20:36","https://www.rt.com/news/629855-witkoff-dmitriev-talks-productive/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69489038203027661e563274.jpg","Россия","Politics","2"
"RT","The EU isn’t at war with Russia – it’s at war with the minds of its own citizens","RT","2025-10-14T13:29:51","https://www.rt.com/news/626425-eu-russia-war-scare/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/68ee4b0685f540366c623d9f.jpg","Мнения","Politics","1"
"Vedomosti.ru","Объем офисов на продажу в Москве за год увеличился более чем на треть","Мария Асиновская","2025-09-08T00:01:44","https://www.vedomosti.ru/realty/articles/2025/09/08/1137408-obem-ofisov-na-prodazhu-v-moskve-uvelichilsya","https://cdn.vdmsti.ru/image/2025/6y/1a6cpk/normal-1nuf.jpg","Недвижимость / Коммерческая недвижимость","Politics","1"
"Lenta.ru","""Как правильно приготовить мясо кальмара: все способы, лайфхаки""","Ксения Дорофеева","2025-12-16T20:04:04","https://lenta.ru/articles/2025/12/16/kak-pravilno-varit-kalmara/","https://icdn.lenta.ru/images/2025/12/05/13/20251205130558168/pic_bdc62736e808cca035baeba48b3a8670.jpg","Россия","Politics","1"
"TASS","""Умер последний из скульпторов мемориального комплекса """"Хатынь"""" Валентин Занкович""","","2025-12-23T22:16:45","https://tass.ru/kultura/26000373","https://cdn-media.tass.ru/fit/400x300_b2b00b17/tass/m2/uploads/i/20251223/8702507.jpg","Культура","Culture","5"
"Vedomosti.ru","«Вольный стрелок»: пуля чудес","Богдан Королек","2025-10-24T01:32:53","https://www.vedomosti.ru/opinion/columns/2025/10/24/1149398-volnii-strelok-pulya-chudes","https://cdn.vdmsti.ru/image/2025/89/36lfx/normal-44i.jpg","Мнения","Politics","1"
"Vedomosti.ru","Бывшая структура Дерипаски не смогла взыскать с ВЭБ.РФ 27 млрд рублей","Галина Казакулова","2025-11-27T00:07:00","https://www.vedomosti.ru/realty/articles/2025/11/27/1158449-bivshaya-struktura-deripaski-ne-smogla-vziskat-s-vebrf-27-mlrd","https://cdn.vdmsti.ru/image/2025/96/1ee0bc/normal-1tay.jpg","Недвижимость / Коммерческая недвижимость","Economics","1"
"Lenta.ru","В Госдуме назвали преимущество появления базы серийных номеров телефонов","Евгений Силаев","2025-12-23T21:16:00","https://lenta.ru/news/2025/12/23/v-gosdume-nazvali-preimuschestvo-poyavleniya-bazy-seriynyh-nomerov-telefonov/","https://icdn.lenta.ru/images/2025/12/23/21/20251223211622321/pic_771e298439455ecbfd755599c96190b4.jpg","Россия","Politics","5"
"Vedomosti.ru","""Путин, Мишустин, Ротенберги: политики и бизнесмены на льду""","""Анастасия Винницкая, Юлия Томинова-Ерашова""","2025-12-01T09:46:22","https://www.vedomosti.ru/lifestyle/galleries/2025/12/01/1158614-putin-mishustin-rotenbergi","https://cdn.vdmsti.ru/image/2025/97/vazie/normal-14kk.jpg","Стиль жизни / Спорт","Politics","1"
"Vedomosti.ru","«Натан Мудрый»: вопрос веры","Наталья Витвицкая","2025-11-07T02:17:13","https://www.vedomosti.ru/opinion/columns/2025/11/07/1152857-natan-mudrii-vopros-veri","https://cdn.vdmsti.ru/image/2025/8m/1blyao/normal-1ppb.jpg","Мнения","Society","1"
"Vedomosti.ru","""Путин выразил надежду, что повышение НДС будет временным""","Ведомости","2025-12-08T17:43:07","https://www.vedomosti.ru/economics/news/2025/12/08/1161508-povishenie-budet-vremennim","https://cdn.vdmsti.ru/image/2025/9i/11yi9z/normal-1d6z.png","Экономика / Макроэкономика и бюджет","Politics","1"
"Vedomosti.ru","Кабмин продлил отсрочку по уплате налогов для угольных компаний до 28 февраля","Ведомости","2025-12-12T17:20:26","https://www.vedomosti.ru/business/news/2025/12/12/1162906-kabmin-prodlil-otsrochku","https://cdn.vdmsti.ru/image/2025/9m/10ypb7/normal-1bwl.png","Бизнес / Промышленность","Economics","1"
"Vedomosti.ru","«Траст» отстоял юрисдикцию для спора с международными трейдерами и Шишхановым","Екатерина Литова","2025-12-12T00:12:00","https://www.vedomosti.ru/finance/articles/2025/12/12/1162620-trast-otstoyal-yurisdiktsiyu-dlya-spora-s-mezhdunarodnimi-treiderami","https://cdn.vdmsti.ru/image/2025/9l/1ckzzh/normal-1qyq.jpg","Финансы","Politics","1"
"Lenta.ru","Минобороны сообщило о попытке удара ВСУ по Крыму","Марина Совина","2025-12-22T23:42:00","https://lenta.ru/news/2025/12/22/minoborony-soobschilo-o-popytke-udara-vsu-po-krymu/","https://icdn.lenta.ru/images/2025/12/22/23/20251222234347225/pic_f5c2722ed744ede224f81a5bd1ed567d.jpg","Россия","Politics","3"
"Vedomosti.ru","Кабмин рассматривает продление ограничения на экспорт бензина и дизтоплива","Ведомости","2025-12-15T14:25:07","https://www.vedomosti.ru/business/news/2025/12/15/1163324-kabmin-rassmatrivaet-prodlenie","https://cdn.vdmsti.ru/image/2025/9p/ugg5l/normal-13gz.jpg","Бизнес / ТЭК","Economics","1"
"RT","Russian general assassinated in Moscow","RT","2025-12-22T07:07:49","https://www.rt.com/russia/629859-russian-general-assassinated-in-moscow/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6948fa5b85f54012923f6092.png","","Unknown","2"
"Vedomosti.ru","Устойчивая турбулентность","Дарья Мосолкина","2025-10-20T00:12:26","https://www.vedomosti.ru/opinion/columns/2025/10/20/1148098-ustoichivaya-turbulentnost","https://cdn.vdmsti.ru/image/2025/85/fmkx/normal-k9.jpg","Мнения","Unknown","1"
